"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
0.0253125016136198,48,315,1.3040293040293,"Intermediate filament cytoskeleton "," http://amigo.geneontology.org/amigo/term/GO:0045111"," IFFO1  SYNE2  SMARCA2  EXD2  DSP  NRP1  PNN  USP10  NEFM  HOXA13  KRT18  LMNB1  BFSP1  NES  MICAL1  INA  LMNTD1  MMP14  DYRK1A  CARMIL2  LMNA  SHANK2  KRT1  KRT24  IFFO2  KRT8  KRT4  KRT15  KRT13  KRT9  KRT2  ADCY5  EIF1AD  LMNB2  PLEC  SYNM  KRT76  KRT5  KRT10  KRT3  KRT16  KRT14  KRT77  DMD  KRT6A  EPPK1  KRT12  NEFL"
0.0314972263768638,250,1294,1.12139072419446,"Endoplasmic reticulum membrane "," http://amigo.geneontology.org/amigo/term/GO:0005789"," SPPL2B  COPZ2  RHBDD2  TMEM132A  SEC62  POMT2  CD4  PLAUR  SPAST  OSBPL5  SEC63  ALG1  CYP46A1  SLC18A1  RETSAT  HSPA5  CYBA  ENTPD2  SYNE2  ATXN3  SEL1L  ATP6AP1  RDH11  TMEM38A  CYP2W1  PTGS2  NOTCH3  LMAN1  GRAMD4  MOXD1  RAB21  PSEN1  UBA5  PLOD1  SLC27A5  ZMPSTE24  APOB  CHERP  PIGS  GRAMD1A  JPH4  SCFD1  TYRO3  PTGS1  SCD  SEZ6L  XBP1  SBF1  SPTLC2  ABHD12  HM13  STS  ALG13  TLR8  MAGT1  PIEZO1  ZDHHC2  SQLE  TUSC3  GRIN2D  COPE  FKBP8  PLOD3  ERLIN1  STIM2  OSBP  PTPN5  MLEC  SCAP  SSR3  LMAN2L  OTOF  MOGS  EVA1A  ABCB6  ELAPOR1  RNF19B  PLA2G4A  TMED5  HSD11B1  SPCS2  CASQ2  PKD2  TMEM214  ATL2  ALG5  LRAT  MAPK8IP1  PIGT  PTGIS  VAMP7  SSR1  MYRF  NECAB3  ATG14  EMC1  SDF2L1  HRC  POMT1  NUP210  GUCY2D  LPIN3  TMCC2  EMC7  PTGFRN  NOTCH2  LPIN1  ERN2  IL15RA  ARHGAP32  TMED7  DNAJC14  TESPA1  OS9  CKAP4  ZDHHC4  TEX2  DNAJC1  SORL1  MMP27  CYP19A1  ANXA7  PARP16  SEC24B  RNF185  CERS5  ESYT1  TMBIM6  TMX1  LMAN1L  KSR1  ILDR2  CASQ1  PSEN2  LBR  SRPRB  CYP4V2  EGFR  MTDH  SEC16A  NOTCH1  EI24  ABCB9  NBAS  PLOD2  TXNDC11  CLGN  CERS3  MIA3  FMN2  TMED6  SLC37A3  CLSTN2  ZFAND2B  EDA  ZDHHC1  EMC10  STX5  ANTXR2  STT3B  RPN1  UBXN7  SHISA5  RP9  PIGO  PDZD8  HACD1  CYB5R2  RIC3  TMED3  HSP90B1  PDIA3  STIM1  CYP2S1  TMC8  CYP7A1  BSCL2  LMBRD1  SFTPC  SFTPB  LMAN2  TAPT1  TMED10  GPR37  RNF139  CLSTN1  BCL2  CYP4F22  EIF2AK3  MBOAT1  BSG  CERS6  SPTLC3  CYP7B1  SEZ6L2  ZDHHC14  DOLK  GRAMD2A  MCTP1  SLC35G1  MAN1B1  P4HTM  ERN1  RNF186  CALR  SHISA2  TMEM259  EXT1  GJC1  TMEM119  DHRS7C  FAF1  SRL  PCYT2  CYP2R1  CYP26C1  CLN3  ZDHHC9  LRRK2  RYR1  VKORC1L1  KLHL14  ERO1A  ASPH  RYR2  SLC9A6  GRIN3A  FICD  SREBF2  DISP3  ATP10A  HACD2  SACM1L  STIMATE  CERS1  TAP2  ATF6B  CYP21A2  AGPAT1  NOTCH4  MYMX  IFNGR2  CALR3  GRIN2B  TTYH1  PIP4K2B  NEU4  PTDSS2  CANX  CLSTN3"
0.0320798639680993,252,1299,1.1198955365622,"Endoplasmic reticulum subcompartment "," http://amigo.geneontology.org/amigo/term/GO:0098827"," SPPL2B  COPZ2  RHBDD2  TMEM132A  SEC62  POMT2  CD4  PLAUR  SPAST  OSBPL5  SEC63  ALG1  CYP46A1  SLC18A1  RETSAT  HSPA5  CYBA  ENTPD2  SYNE2  ATXN3  SEL1L  ATP6AP1  RDH11  TMEM38A  CYP2W1  PTGS2  NOTCH3  LMAN1  GRAMD4  MOXD1  RAB21  PSEN1  UBA5  PLOD1  SLC27A5  ZMPSTE24  APOB  CHERP  PIGS  GRAMD1A  JPH4  SCFD1  TYRO3  PTGS1  SCD  SEZ6L  XBP1  SBF1  SPTLC2  ABHD12  HM13  STS  ALG13  TLR8  EMD  MAGT1  PIEZO1  ZDHHC2  SQLE  TUSC3  GRIN2D  COPE  FKBP8  PLOD3  ERLIN1  STIM2  OSBP  PTPN5  MLEC  SCAP  SSR3  LMAN2L  OTOF  MOGS  EVA1A  ABCB6  ELAPOR1  RNF19B  PLA2G4A  TMED5  HSD11B1  SPCS2  CASQ2  PKD2  TMEM214  ATL2  ALG5  LRAT  MAPK8IP1  PIGT  PTGIS  VAMP7  SSR1  MYRF  NECAB3  ATG14  EMC1  SDF2L1  REEP5  HRC  POMT1  NUP210  GUCY2D  LPIN3  TMCC2  EMC7  PTGFRN  NOTCH2  LPIN1  ERN2  IL15RA  ARHGAP32  TMED7  DNAJC14  TESPA1  OS9  CKAP4  ZDHHC4  TEX2  DNAJC1  SORL1  MMP27  CYP19A1  ANXA7  PARP16  SEC24B  RNF185  CERS5  ESYT1  TMBIM6  TMX1  LMAN1L  KSR1  ILDR2  CASQ1  PSEN2  LBR  SRPRB  CYP4V2  EGFR  MTDH  SEC16A  NOTCH1  EI24  ABCB9  NBAS  PLOD2  TXNDC11  CLGN  CERS3  MIA3  FMN2  TMED6  SLC37A3  CLSTN2  ZFAND2B  EDA  ZDHHC1  EMC10  STX5  ANTXR2  STT3B  RPN1  UBXN7  SHISA5  RP9  PIGO  PDZD8  HACD1  CYB5R2  RIC3  TMED3  HSP90B1  PDIA3  STIM1  CYP2S1  TMC8  CYP7A1  BSCL2  LMBRD1  SFTPC  SFTPB  LMAN2  TAPT1  TMED10  GPR37  RNF139  CLSTN1  BCL2  CYP4F22  EIF2AK3  MBOAT1  BSG  CERS6  SPTLC3  CYP7B1  SEZ6L2  ZDHHC14  DOLK  GRAMD2A  MCTP1  SLC35G1  MAN1B1  P4HTM  ERN1  RNF186  CALR  SHISA2  TMEM259  EXT1  GJC1  TMEM119  DHRS7C  FAF1  SRL  PCYT2  CYP2R1  CYP26C1  CLN3  ZDHHC9  LRRK2  RYR1  VKORC1L1  KLHL14  ERO1A  ASPH  RYR2  SLC9A6  GRIN3A  FICD  SREBF2  DISP3  ATP10A  HACD2  SACM1L  STIMATE  CERS1  TAP2  ATF6B  CYP21A2  AGPAT1  NOTCH4  MYMX  IFNGR2  CALR3  GRIN2B  TTYH1  PIP4K2B  NEU4  PTDSS2  CANX  CLSTN3"
0.0322841139683403,276,1415,1.11317347451801,"Membrane protein complex "," http://amigo.geneontology.org/amigo/term/GO:0098796"," CALCR  COPZ2  RHBDD2  LAMP2  SCN4A  CACNA2D2  PKD1  CD4  CD6  RRAGD  SEC63  KCNG1  INSRR  CDH1  VAMP3  CYBA  SYNE2  KCNH2  GNA15  CDH3  ERBB3  NEO1  CACNB1  CNGB1  SEL1L  ATP6AP1  EVC  CACNG4  APBB1IP  PIK3C3  CDH17  CHRNA3  PSEN1  CACNA1S  DLG3  ITGB5  ITGAE  EPS15  PIGS  IL12RB1  ATP5F1D  HCN2  SNAP29  TOMM22  CACNA1I  SPTLC2  ABHD12  CHRNA4  HM13  SMAD7  ATP1B4  GLRA2  CACNA1F  KCND1  MAGT1  GABRE  SLC7A5  TUSC3  OLFM2  TIMM50  GRIN2D  KCNN1  COPE  GRIK5  TFR2  TGFBR1  PPIF  CHRNE  VTN  GABRA4  CBL  LIN7A  SCNN1A  MEP1A  CLCN2  ITGB6  ITGA4  APC2  CHMP3  ABCB6  GRIN3B  KCNC4  RRAGC  KLHL12  SPCS2  VAMP8  CASQ2  PKD2  NDUFA8  AFTPH  KCNJ5  CHRNA2  KCNJ8  GJA3  KHDRBS1  RAMP3  CNTFR  LRP1  ACVR1C  INHA  PIGT  CDH26  VAMP7  GRIA3  ATG14  HSPA2  EMC1  SGCE  BAIAP2L2  AFDN  CACNG6  TRPM4  SYNE1  KCNC3  NDUFA2  TIMM10B  EMC7  ERN2  IL2RA  TMED7  OS9  STX11  TTYH3  GABBR2  ADAM10  EMILIN1  ITGAV  HCN4  TRPC3  SEC24B  PIK3C2G  VAMP1  ITGB7  VPS37B  NDUFB10  AFG3L2  MEP1B  TTYH2  CACNA1A  SCYL1  CACNG8  ITGA10  SNX27  PSEN2  ABCG8  HSPD1  UNC80  SRPRB  TRPC1  STXBP5L  GABRA6  GLRA1  GNA12  EGFR  ATP6V1B2  SNTG1  CACNA1B  CDH22  ABCB9  ADAM8  UTRN  GRM1  SCN3A  CD8A  KCNJ16  ATP6V1C1  VPS37A  KCNMA1  SYN2  NECAP2  CACNA1D  KCNB1  CACHD1  SHC1  IL6R  KASH5  ITGA5  EMC10  SHANK1  SHANK2  STX5  LRP5  LRRC38  NCSTN  LRRC52  KCNJ3  SGCB  GABRG1  STT3B  RPN1  UBXN7  STXBP5  HCN1  RP9  KCNC2  DCHS1  TMED3  CPLX4  PLEKHA7  CATSPER2  PDIA3  CACNB3  KCNJ4  KCNV2  IRS1  SCN9A  CHRNA5  KCNAB3  CNGB3  TMED10  KRT8  CDH2  RNF139  BCL2  CD8B  SNTB1  SPTLC3  MTX1  UQCRH  VWC2L  GPR156  ENTHD1  SYNE3  C8G  ANO6  KCNA3  KCNG2  ERN1  CYC1  CALR  CDH5  SYNE4  AMIGO1  KCNA4  KCNJ14  GJC1  LRRC55  DENND5A  KCNQ3  LRRC26  SGCZ  FAF1  SOCS1  IFNLR1  STAC3  GABRD  SHISA7  SHISA6  HMGB1  RYR1  CACNA1H  MVB12B  IGF2R  SPG7  ASPH  RYR2  GRIN3A  SREBF2  DMD  TAP2  GABBR1  SHISA8  SHISA9  TRIL  GRIN2B  SYNRG  SOCS7  CATSPERB  ORAI1  TTYH1  CNTNAP2  CHRNB1  CACNA2D4  NDUFS3  IL27RA  GJA10"
0.0378210600305395,114,442,1.18089704060927,"Transporter complex "," http://amigo.geneontology.org/amigo/term/GO:1990351"," SCN4A  CACNA2D2  PKD1  KCNG1  KCNH2  CACNB1  CNGB1  CACNG4  CHRNA3  CACNA1S  DLG3  HCN2  CACNA1I  ABHD12  CHRNA4  ATP1B4  GLRA2  CACNA1F  KCND1  GABRE  OLFM2  GRIN2D  KCNN1  GRIK5  CHRNE  GABRA4  SCNN1A  TMEM30A  CLCN2  ABCB6  GRIN3B  KCNC4  CASQ2  PKD2  NDUFA8  KCNJ5  CHRNA2  KCNJ8  GRIA3  HSPA2  CACNG6  TRPM4  KCNC3  NDUFA2  TIMM10B  TTYH3  HCN4  TRPC3  NDUFB10  TTYH2  CACNA1A  CACNG8  PEX14  ABCG8  UNC80  TRPC1  GABRA6  GLRA1  CACNA1B  SCN3A  KCNJ16  KCNMA1  CACNA1D  KCNB1  CACHD1  SHANK1  SHANK2  LRRC38  LRRC52  KCNJ3  GABRG1  STXBP5  HCN1  KCNC2  CATSPER2  CACNB3  KCNJ4  KCNV2  SCN9A  CHRNA5  KCNAB3  CNGB3  UQCRH  VWC2L  ANO6  KCNA3  KCNG2  CYC1  AMIGO1  KCNA4  KCNJ14  LRRC55  KCNQ3  LRRC26  STAC3  GABRD  SHISA7  SHISA6  RYR1  CACNA1H  ASPH  RYR2  GRIN3A  ATP10A  SHISA8  SHISA9  GRIN2B  CATSPERB  ORAI1  TTYH1  CNTNAP2  CHRNB1  CACNA2D4  NDUFS3"
0.0391131239511709,257,1316,1.11459482619121,"Nuclear outer membrane-endoplasmic reticulum membrane network "," http://amigo.geneontology.org/amigo/term/GO:0042175"," SPPL2B  COPZ2  RHBDD2  TMEM132A  SEC62  POMT2  CD4  PLAUR  SPAST  OSBPL5  SEC63  ALG1  CYP46A1  SLC18A1  RETSAT  HSPA5  CYBA  ENTPD2  SYNE2  TNPO3  ATXN3  NAV3  SEL1L  ATP6AP1  RDH11  TMEM38A  CYP2W1  PTGS2  NOTCH3  LMAN1  GRAMD4  MOXD1  RAB21  PSEN1  UBA5  PLOD1  SLC27A5  ZMPSTE24  APOB  CHERP  PIGS  GRAMD1A  JPH4  SCFD1  TYRO3  PTGS1  SCD  SEZ6L  XBP1  SBF1  SPTLC2  ABHD12  HM13  STS  ALG13  TLR8  EMD  MAGT1  PIEZO1  ZDHHC2  SQLE  TUSC3  GRIN2D  COPE  FKBP8  PLOD3  ERLIN1  STIM2  OSBP  PTPN5  MLEC  SCAP  SSR3  LMAN2L  OTOF  MOGS  EVA1A  ABCB6  ELAPOR1  RNF19B  PLA2G4A  TMED5  HSD11B1  SPCS2  CASQ2  PKD2  TMEM214  ATL2  ALG5  LRAT  MAPK8IP1  PIGT  PTGIS  VAMP7  SSR1  MYRF  NECAB3  ATG14  EMC1  SDF2L1  HRC  POMT1  SYNE1  NUP210  GUCY2D  LPIN3  TMCC2  EMC7  PTGFRN  NOTCH2  LPIN1  ERN2  IL15RA  ARHGAP32  TMED7  DNAJC14  TESPA1  OS9  CKAP4  ZDHHC4  TEX2  DNAJC1  SORL1  MMP27  CYP19A1  ANXA7  PARP16  SEC24B  RNF185  CERS5  ESYT1  TMBIM6  TMX1  LMAN1L  KSR1  ILDR2  CASQ1  PSEN2  LBR  SRPRB  CYP4V2  EGFR  MTDH  SEC16A  NOTCH1  EI24  ABCB9  NBAS  PLOD2  TXNDC11  CLGN  CERS3  MIA3  FMN2  TMED6  SLC37A3  CLSTN2  ZFAND2B  EDA  ZDHHC1  KASH5  EMC10  STX5  ANTXR2  STT3B  RPN1  UBXN7  SHISA5  RP9  PIGO  PDZD8  HACD1  CYB5R2  RIC3  TMED3  HSP90B1  PDIA3  STIM1  CYP2S1  TMC8  CYP7A1  BSCL2  LMBRD1  SFTPC  SFTPB  LMAN2  TAPT1  TMED10  GPR37  RNF139  CLSTN1  BCL2  CYP4F22  EIF2AK3  MBOAT1  BSG  CERS6  SPTLC3  CYP7B1  SEZ6L2  ZDHHC14  DOLK  GRAMD2A  MCTP1  SLC35G1  SYNE3  MAN1B1  P4HTM  ERN1  RNF186  CALR  SHISA2  SYNE4  TMEM259  EXT1  GJC1  TMEM119  DHRS7C  FAF1  SRL  PCYT2  CYP2R1  CYP26C1  CLN3  ZDHHC9  LRRK2  RYR1  VKORC1L1  KLHL14  ERO1A  ASPH  RYR2  SLC9A6  GRIN3A  FICD  SREBF2  DISP3  ATP10A  HACD2  SACM1L  STIMATE  CERS1  TAP2  ATF6B  CYP21A2  AGPAT1  NOTCH4  MYMX  IFNGR2  CALR3  GRIN2B  TTYH1  PIP4K2B  NEU4  PTDSS2  CANX  CLSTN3"
0.0391131239511709,110,427,1.18197929765094,"Transmembrane transporter complex "," http://amigo.geneontology.org/amigo/term/GO:1902495"," SCN4A  CACNA2D2  PKD1  KCNG1  KCNH2  CACNB1  CNGB1  CACNG4  CHRNA3  CACNA1S  DLG3  HCN2  CACNA1I  ABHD12  CHRNA4  ATP1B4  GLRA2  CACNA1F  KCND1  GABRE  OLFM2  GRIN2D  KCNN1  GRIK5  CHRNE  GABRA4  SCNN1A  CLCN2  ABCB6  GRIN3B  KCNC4  CASQ2  PKD2  NDUFA8  KCNJ5  CHRNA2  KCNJ8  GRIA3  HSPA2  CACNG6  TRPM4  KCNC3  NDUFA2  TTYH3  HCN4  TRPC3  NDUFB10  TTYH2  CACNA1A  CACNG8  ABCG8  UNC80  TRPC1  GABRA6  GLRA1  CACNA1B  SCN3A  KCNJ16  KCNMA1  CACNA1D  KCNB1  CACHD1  SHANK1  SHANK2  LRRC38  LRRC52  KCNJ3  GABRG1  STXBP5  HCN1  KCNC2  CATSPER2  CACNB3  KCNJ4  KCNV2  SCN9A  CHRNA5  KCNAB3  CNGB3  UQCRH  VWC2L  ANO6  KCNA3  KCNG2  CYC1  AMIGO1  KCNA4  KCNJ14  LRRC55  KCNQ3  LRRC26  STAC3  GABRD  SHISA7  SHISA6  RYR1  CACNA1H  ASPH  RYR2  GRIN3A  SHISA8  SHISA9  GRIN2B  CATSPERB  ORAI1  TTYH1  CNTNAP2  CHRNB1  CACNA2D4  NDUFS3"
0.0409180710207232,100,324,1.1899716445171,"Ion channel complex "," http://amigo.geneontology.org/amigo/term/GO:0034702"," SCN4A  CACNA2D2  PKD1  KCNG1  KCNH2  CACNB1  CNGB1  CACNG4  CHRNA3  CACNA1S  DLG3  HCN2  CACNA1I  ABHD12  CHRNA4  GLRA2  CACNA1F  KCND1  GABRE  OLFM2  GRIN2D  KCNN1  GRIK5  CHRNE  GABRA4  SCNN1A  CLCN2  GRIN3B  KCNC4  CASQ2  PKD2  KCNJ5  CHRNA2  KCNJ8  GRIA3  HSPA2  CACNG6  TRPM4  KCNC3  TTYH3  HCN4  TRPC3  TTYH2  CACNA1A  CACNG8  UNC80  TRPC1  GABRA6  GLRA1  CACNA1B  SCN3A  KCNJ16  KCNMA1  CACNA1D  KCNB1  CACHD1  SHANK1  SHANK2  LRRC38  LRRC52  KCNJ3  GABRG1  STXBP5  HCN1  KCNC2  CATSPER2  CACNB3  KCNJ4  KCNV2  SCN9A  CHRNA5  KCNAB3  VWC2L  ANO6  KCNA3  KCNG2  AMIGO1  KCNA4  KCNJ14  LRRC55  KCNQ3  LRRC26  STAC3  GABRD  SHISA7  SHISA6  RYR1  CACNA1H  ASPH  RYR2  GRIN3A  SHISA8  SHISA9  GRIN2B  CATSPERB  ORAI1  TTYH1  CNTNAP2  CHRNB1  CACNA2D4"
0.134807597411491,126,328,1.14824732229796,"Endoplasmic reticulum lumen "," http://amigo.geneontology.org/amigo/term/GO:0005788"," FUCA2  TMEM132A  ARSD  CD4  PLAUR  HSPA5  COL9A2  LTBP1  RCN1  COL23A1  F7  COL17A1  ERLEC1  FSTL3  CYP2W1  PTGS2  ANO8  COL5A3  APOB  CHGB  ERP29  GANAB  DNAJB11  P3H2  LAMB1  COL9A3  MAPK1  CTSZ  STS  MAPK3  NUCB1  PLOD3  MINPP1  COL1A1  CTSC  APOA4  ARSB  COL7A1  EVA1A  FN1  QSOX1  EDEM3  P3H1  RCN2  CASQ2  SPP1  CLU  BMP4  C3  CFP  SDF2L1  VGF  PRKCSH  ACE2  COLGALT1  HRC  COL5A1  MATN3  COL4A2  OS9  LAMC1  CKAP4  ADAMTS7  CNPY3  ADAM10  MFGE8  FKBP10  RCN3  CASQ1  SUMF1  PDGFC  IGFBP3  GPC3  SERPING1  PRSS23  ADAM17  TGOLN2  MEPE  MIA3  ADAMTS5  PDIA4  JMJD8  COL6A3  POGLUT1  IGFBP7  LRPAP1  SHISA5  SHH  COL1A2  FBN1  HSP90B1  PPIB  PDIA3  CERCAM  COL3A1  COL4A3  PCSK9  MZB1  CDH2  PDGFD  COL8A2  LAMB2  VCPIP1  ADAMTSL1  POGLUT3  CALR  GAS6  ARSI  CSF1  NOTUM  PDIA2  P4HB  SRL  TOR3A  COL4A1  COL4A5  COL4A6  ERO1A  ASPH  COLGALT2  COL11A2  TXNDC5  SPON1  CALR3  HYOU1  CANX"
0.143246627243081,22,64,1.37726283378457,"Neuron projection membrane "," http://amigo.geneontology.org/amigo/term/GO:0032589"," VEZT  USH2A  EPB41L3  GABRE  PPP1R9B  GABRA4  UNC5A  KCNC4  SGCE  KCNC3  DAGLA  GABRA6  THY1  KCNB1  GABRG1  KCNC2  ROBO2  SHISA7  SHISA6  SHISA8  SHISA9  CNTNAP2"
0.143246627243081,80,238,1.18751809473459,"Cation channel complex "," http://amigo.geneontology.org/amigo/term/GO:0034703"," SCN4A  CACNA2D2  PKD1  KCNG1  KCNH2  CACNB1  CNGB1  CACNG4  CACNA1S  DLG3  HCN2  CACNA1I  ABHD12  CACNA1F  KCND1  OLFM2  GRIN2D  KCNN1  GRIK5  SCNN1A  GRIN3B  KCNC4  CASQ2  PKD2  KCNJ5  KCNJ8  GRIA3  HSPA2  CACNG6  TRPM4  KCNC3  HCN4  TRPC3  CACNA1A  CACNG8  UNC80  TRPC1  CACNA1B  SCN3A  KCNJ16  KCNMA1  CACNA1D  KCNB1  CACHD1  SHANK1  LRRC38  LRRC52  KCNJ3  HCN1  KCNC2  CATSPER2  CACNB3  KCNJ4  KCNV2  SCN9A  KCNAB3  VWC2L  KCNA3  KCNG2  AMIGO1  KCNA4  KCNJ14  LRRC55  KCNQ3  LRRC26  STAC3  SHISA7  SHISA6  RYR1  CACNA1H  ASPH  RYR2  GRIN3A  SHISA8  SHISA9  GRIN2B  CATSPERB  ORAI1  CNTNAP2  CACNA2D4"
0.188829819625388,117,677,1.14601554907677,"Side of membrane "," http://amigo.geneontology.org/amigo/term/GO:0098552"," SPPL2B  CYTH3  CD4  CD6  CDH1  RTN4R  GNA15  CTSA  MCAM  GPC4  RAB21  LRP2  ITGAE  GRAMD1A  LAG3  ICAM1  EZR  IL12RB1  CHRNA4  HM13  TLR8  SLC7A5  NUCB1  CLPTM1  RASAL3  CD33  TFR2  ENG  PPP1R9B  CD5  KRT18  IL17A  BTN2A1  SLC4A3  ITGB6  SDC1  CD2  ECE1  F3  PKD2  CSF3R  KCNJ5  CD80  CNTFR  BTN2A2  GFRA4  AMOT  LDLR  ADAM20  IL2RA  DSG1  STAB2  ITGAV  ENPEP  ESYT1  MFGE8  TNFRSF11A  STAC2  ACKR2  EPHA5  GLRA1  GFRA3  GNA12  CD226  ASTN1  TMEM123  FARP1  ADGRA3  CD8A  THY1  ENPP3  KIT  SHROOM4  ACE  CARMIL2  TNFRSF13C  ICOSLG  IL6R  AZGP1  KCNJ3  RAET1E  TMC1  ANPEP  ADAM29  PCSK9  ASPSCR1  FGB  DNAI2  HEG1  GRAMD2A  CLEC14A  CALR  CDH5  TH  GP1BA  STAC3  P4HB  GNB1L  LAMP1  TNFRSF4  BCAM  LRRK2  GM2A  SRC  SPN  DMD  MICB  MOG  SHANK3  COA8  PTPRC  CD24  CDIP1  GPIHBP1  CANX  IL27RA  SEMA7A"
